Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 43, -4.961, -4.961, -4.961, -4.961, -4.961, -4.961, -4.961, -4.961, -4.961, #3 - 1.2D + 1.6L + 0.5Lr,
 44, -5.177, -5.177, -5.177, -5.177, -5.177, -5.177, -5.177, -5.177, -5.177, #3 - 1.2D + 1.6L + 0.5Lr,
 45, -5.219, -5.219, -5.219, -5.219, -5.219, -5.219, -5.219, -5.219, -5.219, #3 - 1.2D + 1.6L + 0.5Lr,
 46, -4.961, -4.961, -4.961, -4.961, -4.961, -4.961, -4.961, -4.961, -4.961, #3 - 1.2D + 1.6L + 0.5Lr,
 47, -0.146, -0.146, -0.146, -0.146, -0.146, -0.146, -0.146, -0.146, -0.146, #3 - 1.2D + 1.6L + 0.5Lr,
 48, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, 0.021, #3 - 1.2D + 1.6L + 0.5Lr,
 49, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, -0.02, #3 - 1.2D + 1.6L + 0.5Lr,
 50, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, -0.068, #3 - 1.2D + 1.6L + 0.5Lr,
 51, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, 0.022, #3 - 1.2D + 1.6L + 0.5Lr,
 52, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, 0.232, #3 - 1.2D + 1.6L + 0.5Lr,
 53, 0.095, 0.095, 0.095, 0.095, 0.095, 0.095, 0.095, 0.095, 0.095, #3 - 1.2D + 1.6L + 0.5Lr,
 54, -0.097, -0.097, -0.097, -0.097, -0.097, -0.097, -0.097, -0.097, -0.097, #3 - 1.2D + 1.6L + 0.5Lr,
 55, 0.322, 0.322, 0.322, 0.322, 0.322, 0.322, 0.322, 0.322, 0.322, #3 - 1.2D + 1.6L + 0.5Lr,
 56, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, -0.35, #3 - 1.2D + 1.6L + 0.5Lr,
 59, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, 0.017, #3 - 1.2D + 1.6L + 0.5Lr,
 60, -0.231, -0.231, -0.231, -0.231, -0.231, -0.231, -0.231, -0.231, -0.231, #3 - 1.2D + 1.6L + 0.5Lr,
 61, -0.073, -0.073, -0.073, -0.073, -0.073, -0.073, -0.073, -0.073, -0.073, #3 - 1.2D + 1.6L + 0.5Lr,
 62, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, -0.056, #3 - 1.2D + 1.6L + 0.5Lr,
 65, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, 0.145, #3 - 1.2D + 1.6L + 0.5Lr,
