Member ID,0%,12.5%,25%,37.5%,50%,62.5%,75%,87.5%,100%,Load Combination
 34, -0.112, -0.112, 0.023, 0.023, 0.019, 0.005, 0.005, -0.146, -0.146, #2 - 1.4D,
 35, -0.106, -0.106, 0.031, 0.031, 0.024, 0.006, 0.006, -0.146, -0.146, #2 - 1.4D,
 36, -0.261, -0.261, -0.261, -0.261, -0.261, -0.261, -0.261, -0.261, -0.261, #2 - 1.4D,
 37, -0.258, -0.258, -0.258, -0.258, -0.258, -0.258, -0.258, -0.258, -0.258, #2 - 1.4D,
 38, -13.208, -13.208, -13.208, -13.208, -13.208, -13.208, -13.208, -13.208, -13.208, #2 - 1.4D,
 39, 25.372, 24.214, 23.056, 21.897, 20.739, 19.58, 18.422, 17.264, 16.105, #2 - 1.4D,
 40, 28.907, 27.749, 26.59, 25.432, 24.273, 23.115, 21.957, 20.798, 19.64, #2 - 1.4D,
 41, 28.426, 27.268, 26.11, 24.951, 23.793, 22.634, 21.476, 20.318, 19.159, #2 - 1.4D,
 42, 25.442, 24.284, 23.125, 21.967, 20.808, 19.65, 18.492, 17.333, 16.175, #2 - 1.4D,
 43, 25.429, 24.271, 23.113, 21.954, 20.796, 19.637, 18.479, 17.32, 16.162, #2 - 1.4D,
 44, 27.616, 26.457, 25.299, 24.14, 22.982, 21.824, 20.665, 19.507, 18.348, #2 - 1.4D,
 45, 27.733, 26.574, 25.416, 24.257, 23.099, 21.941, 20.782, 19.624, 18.465, #2 - 1.4D,
 46, 25.429, 24.27, 23.112, 21.954, 20.795, 19.637, 18.478, 17.32, 16.161, #2 - 1.4D,
 47, 12.809, 12.809, 12.809, 12.809, 12.809, 12.809, 12.809, 12.809, 12.809, #2 - 1.4D,
 48, 5.421, 5.421, 5.421, 5.421, 5.421, 5.421, 5.421, 5.421, 5.421, #2 - 1.4D,
 49, 13.014, 13.014, 13.014, 13.014, 13.014, 13.014, 13.014, 13.014, 13.014, #2 - 1.4D,
 50, 12.516, 12.516, 12.516, 12.516, 12.516, 12.516, 12.516, 12.516, 12.516, #2 - 1.4D,
 51, 3.393, 3.393, 3.393, 3.393, 3.393, 3.393, 3.393, 3.393, 3.393, #2 - 1.4D,
 52, 12.416, 12.416, 12.416, 12.416, 12.416, 12.416, 12.416, 12.416, 12.416, #2 - 1.4D,
 53, 4.985, 4.985, 4.985, 4.985, 4.985, 4.985, 4.985, 4.985, 4.985, #2 - 1.4D,
 54, 4.988, 4.988, 4.988, 4.988, 4.988, 4.988, 4.988, 4.988, 4.988, #2 - 1.4D,
 55, 5.417, 5.417, 5.417, 5.417, 5.417, 5.417, 5.417, 5.417, 5.417, #2 - 1.4D,
 56, 5.418, 5.418, 5.418, 5.418, 5.418, 5.418, 5.418, 5.418, 5.418, #2 - 1.4D,
 59, 12.935, 12.935, 12.935, 12.935, 12.935, 12.935, 12.935, 12.935, 12.935, #2 - 1.4D,
 60, 12.389, 12.389, 12.389, 12.389, 12.389, 12.389, 12.389, 12.389, 12.389, #2 - 1.4D,
 61, -13.141, -13.141, -13.141, -13.141, -13.141, -13.141, -13.141, -13.141, -13.141, #2 - 1.4D,
 62, -12.439, -12.439, -12.439, -12.439, -12.439, -12.439, -12.439, -12.439, -12.439, #2 - 1.4D,
 65, 12.888, 12.888, 12.888, 12.888, 12.888, 12.888, 12.888, 12.888, 12.888, #2 - 1.4D,
 66, 12.542, 12.542, 12.542, 12.542, 12.542, 12.542, 12.542, 12.542, 12.542, #2 - 1.4D,
 67, 0.063, 0.063, 0.063, 0.063, 0.063, 0.063, 0.063, 0.063, 0.063, #2 - 1.4D,
 68, 0.063, 0.063, 0.063, 0.063, 0.063, 0.063, 0.063, 0.063, 0.063, #2 - 1.4D,
 69, 0.022, 0.022, 0.015, 0.015, 0.006, 0.011, 0.011, 0.017, 0.017, #2 - 1.4D,
 70, -0.165, -0.165, -0.165, -0.165, -0.165, -0.165, -0.165, -0.165, -0.165, #2 - 1.4D,
